movie,production_budget,domestic_gross,worldwide_gross,Profit,Percent_Profit,Release_Month,Release_Year
Avatar,425000000,760507625,2776345279,2351345279,5.532577127058824,Dec,2009
Pirates of the Caribbean: On Stranger Tides,410600000,241063875,1045663875,635063875,1.5466728567949342,May,2011
Dark Phoenix,350000000,42762350,149762350,-200237650,-0.5721075714285714,Jun,2019
Avengers: Age of Ultron,330600000,459005868,1403013963,1072413963,3.2438413883847548,May,2015
Star Wars Ep. VIII: The Last Jedi,317000000,620181382,1316721747,999721747,3.1536963627760253,Dec,2017
Star Wars Ep. VII: The Force Awakens,306000000,936662225,2053311220,1747311220,5.710167385620915,Dec,2015
Avengers: Infinity War,300000000,678815482,2048134200,1748134200,5.827114,Apr,2018
Pirates of the Caribbean: At Worldâs End,300000000,309420425,963420425,663420425,2.2114014166666665,May,2007
Justice League,300000000,229024295,655945209,355945209,1.18648403,Nov,2017
Spectre,300000000,200074175,879620923,579620923,1.9320697433333334,Nov,2015
The Dark Knight Rises,275000000,448139099,1084439099,809439099,2.9434149054545453,Jul,2012
Solo: A Star Wars Story,275000000,213767512,393151347,118151347,0.4296412618181818,May,2018
The Lone Ranger,275000000,89302115,260002115,-14997885,-0.05453776363636364,Jul,2013
John Carter,275000000,73058679,282778100,7778100,0.028284,Mar,2012
Tangled,260000000,200821936,586477240,326477240,1.2556816923076923,Nov,2010
Spider-Man 3,258000000,336530303,894860230,636860230,2.468450503875969,May,2007
Captain America: Civil War,250000000,408084349,1140069413,890069413,3.560277652,May,2016
Batman v Superman: Dawn of Justice,250000000,330360194,867500281,617500281,2.470001124,Mar,2016
The Hobbit: An Unexpected Journey,250000000,303003568,1017003568,767003568,3.068014272,Dec,2012
Harry Potter and the Half-Blood Prince,250000000,302089278,935213767,685213767,2.740855068,Jul,2009
The Hobbit: The Desolation of Smaug,250000000,258366855,960366855,710366855,2.84146742,Dec,2013
The Hobbit: The Battle of the Five Armies,250000000,255119788,945577621,695577621,2.782310484,Dec,2014
The Fate of the Furious,250000000,225764765,1234846267,984846267,3.939385068,Apr,2017
Superman Returns,232000000,200120000,374085065,142085065,0.612435625,Jun,2006
Pirates of the Caribbean: Dead Men Tell No Tales,230000000,172558876,788241137,558241137,2.4271353782608696,May,2017
Quantum of Solace,230000000,169368427,591692078,361692078,1.572574252173913,Nov,2008
The Avengers,225000000,623279547,1517935897,1292935897,5.746381764444444,May,2012
Pirates of the Caribbean: Dead Manâs Chest,225000000,423315812,1066215812,841215812,3.7387369422222223,Jul,2006
Man of Steel,225000000,291045518,667999518,442999518,1.9688867466666666,Jun,2013
The Chronicles of Narnia: Prince Caspian,225000000,141621490,417341288,192341288,0.8548501688888889,May,2008
The Amazing Spider-Man,220000000,262030663,757890267,537890267,2.444955759090909,Jul,2012
Battleship,220000000,65233400,313477717,93477717,0.4248987136363636,May,2012
Transformers: The Last Knight,217000000,130168683,602893340,385893340,1.7783103225806451,Jun,2017
Jurassic World,215000000,652270625,1648854864,1433854864,6.669092390697674,Jun,2015
Men in Black 3,215000000,179020854,654213485,439213485,2.042853418604651,May,2012
Transformers: Revenge of the Fallen,210000000,402111870,836519699,626519699,2.983427138095238,Jun,2009
Transformers: Age of Extinction,210000000,245439076,1104039076,894039076,4.2573289333333335,Jun,2014
X-Men: The Last Stand,210000000,234362462,459260946,249260946,1.1869568857142858,May,2006
Robin Hood,210000000,105487148,322459006,112459006,0.5355190761904762,May,2010
King Kong,207000000,218080025,550517357,343517357,1.6595041400966184,Dec,2005
The Golden Compass,205000000,70107728,367262558,162262558,0.7915246731707317,Dec,2007
Black Panther,200000000,700059566,1348258224,1148258224,5.74129112,Feb,2018
Titanic,200000000,659363944,2208208395,2008208395,10.041041975,Dec,1997
Incredibles 2,200000000,608581744,1242520711,1042520711,5.212603555,Jun,2018
Rogue One: A Star Wars Story,200000000,532177324,1049102856,849102856,4.24551428,Dec,2016
Finding Dory,200000000,486295561,1021215193,821215193,4.106075965,Jun,2016
Toy Story 3,200000000,415004880,1068879522,868879522,4.34439761,Jun,2010
Iron Man 3,200000000,408992272,1215392272,1015392272,5.07696136,May,2013
Guardians of the Galaxy Vol 2,200000000,389813101,862316233,662316233,3.311581165,May,2017
Spider-Man 2,200000000,373524485,795110670,595110670,2.97555335,Jun,2004
Alice in Wonderland,200000000,334191110,1025491110,825491110,4.12745555,Mar,2010
Skyfall,200000000,304360277,1110526981,910526981,4.552634905,Nov,2012
Monsters University,200000000,268488329,743588329,543588329,2.717941645,Jun,2013
Oz the Great and Powerful,200000000,234770996,490359051,290359051,1.451795255,Mar,2013
X-Men: Days of Future Past,200000000,233921534,747862775,547862775,2.739313875,May,2014
The Amazing Spider-Man 2,200000000,202853933,708996336,508996336,2.54498168,May,2014
Cars 2,200000000,191450875,560155383,360155383,1.800776915,Jun,2011
Tron: Legacy,200000000,172062763,400062763,200062763,1.000313815,Dec,2010
2012,200000000,166112167,757677748,557677748,2.78838874,Nov,2009
Fantastic Beasts: The Crimes of Grindelwald,200000000,159555901,652220086,452220086,2.26110043,Nov,2018
Terminator Salvation,200000000,125322469,365491792,165491792,0.82745896,May,2009
Green Lantern,200000000,116601172,219535492,19535492,0.09767746,Jun,2011
Prince of Persia: Sands of Time,200000000,90759676,336359676,136359676,0.68179838,May,2010
Transformers: Dark of the Moon,195000000,352390543,1123790543,928790543,4.763028425641026,Jun,2011
The Mummy,195000000,80101125,409953905,214953905,1.1023277179487179,Jun,2017
Jack the Giant Slayer,195000000,65187603,197687603,2687603,0.013782579487179487,Mar,2013
Furious 7,190000000,353007020,1518722794,1328722794,6.9932778631578945,Apr,2015
Star Trek Into Darkness,190000000,228778661,467381584,277381584,1.4599030736842105,May,2013
World War Z,190000000,202359711,531514650,341514650,1.7974455263157896,Jun,2013
The Great Gatsby,190000000,144840419,351040419,161040419,0.847581152631579,May,2013
Disneyâs A Christmas Carol,190000000,137855863,315709697,125709697,0.6616299842105263,Nov,2009
Pacific Rim,190000000,101802906,411002906,221002906,1.1631731894736843,Jul,2013
The Good Dinosaur,187500000,123087120,333771037,146271037,0.7801121973333334,Nov,2015
Iron Man,186000000,318604126,585171547,399171547,2.1460835860215055,May,2008
The Dark Knight,185000000,533720947,1001996207,816996207,4.416195713513513,Jul,2008
Indiana Jones and the Kingdom of the Crystal Skull,185000000,317101119,786635413,601635413,3.2520833135135137,May,2008
Brave,185000000,237282182,554606532,369606532,1.997873145945946,Jun,2012
Kong: Skull Island,185000000,168052812,561072059,376072059,2.0328219405405403,Mar,2017
Star Trek Beyond,185000000,158848340,335802233,150802233,0.8151472054054054,Jul,2016
Blade Runner 2049,185000000,92054159,259357408,74357408,0.40193193513513514,Oct,2017
Aladdin,182000000,246734314,619234314,437234314,2.4023863406593406,May,2019
Thor: Ragnarok,180000000,315058289,846980024,666980024,3.7054445777777776,Nov,2017
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000,291710957,720539572,540539572,3.0029976222222223,Dec,2005
Maleficent,180000000,241407328,758536735,578536735,3.2140929722222222,May,2014
Fantastic Beasts and Where to Find Them,180000000,234037575,802402853,622402853,3.457793627777778,Nov,2016
WALL-E,180000000,223808164,532508025,352508025,1.9583779166666666,Jun,2008
Rush Hour 3,180000000,140125968,256585882,76585882,0.4254771222222222,Aug,2007
The Legend of Tarzan,180000000,126643061,348902025,168902025,0.9383445833333334,Jul,2016
Hugo,180000000,73864507,180047784,47784,0.00026546666666666665,Nov,2011
Valerian and the City of a Thousand Planets,180000000,40479370,215098356,35098356,0.19499086666666668,Jul,2017
Jupiter Ascending,179000000,47482519,181982519,2982519,0.016662117318435754,Feb,2015
Mission: ImpossibleâFallout,178000000,220159104,787456552,609456552,3.423913213483146,Jul,2018
X-Men: Apocalypse,178000000,155442489,542537546,364537546,2.047963741573034,May,2016
The Meg,178000000,145443742,529530715,351530715,1.9748916573033708,Aug,2018
Edge of Tomorrow,178000000,100206256,370541256,192541256,1.0816924494382023,Jun,2014
Captain Marvel,175000000,426525952,1123061550,948061550,5.417494571428572,Mar,2019
The Jungle Book,175000000,364001123,962854547,787854547,4.502025982857143,Apr,2016
Inside Out,175000000,356461711,854235992,679235992,3.881348525714286,Jun,2015
Spider-Man: Homecoming,175000000,334201140,880166350,705166350,4.029522,Jul,2017
Suicide Squad,175000000,325100054,746059887,571059887,3.2631993542857143,Aug,2016
Up,175000000,293004164,731463377,556463377,3.1797907257142857,May,2009
Coco,175000000,209726015,798008101,623008101,3.5600462914285713,Nov,2017
Ralph Breaks The Internet,175000000,201091711,524283695,349283695,1.9959068285714285,Nov,2018
Monsters vs. Aliens,175000000,198351526,381687380,206687380,1.1810707428571428,Mar,2009
Cars 3,175000000,152901115,383541369,208541369,1.1916649657142857,Jun,2017
G.I. Joe: The Rise of Cobra,175000000,150201498,302469017,127469017,0.7283943828571429,Aug,2009
Wild Wild West,175000000,113805681,221229335,46229335,0.26416762857142856,Jun,1999
The Mummy: Tomb of the Dragon Emperor,175000000,102491776,405760225,230760225,1.3186298571428572,Aug,2008
Evan Almighty,175000000,100289690,174131329,-868671,-0.004963834285714286,Jun,2007
Waterworld,175000000,88246220,264246220,89246220,0.5099784,Jul,1995
King Arthur: Legend of the Sword,175000000,39175066,139630336,-35369664,-0.2021123657142857,May,2017
47 Ronin,175000000,38362475,151716815,-23283185,-0.13304677142857144,Dec,2013
Jurassic World: Fallen Kingdom,170000000,417719760,1305772799,1135772799,6.681016464705882,Jun,2018
Guardians of the Galaxy,170000000,333172112,770867516,600867516,3.5345148,Aug,2014
Iron Man 2,170000000,312433331,621156389,451156389,2.653861111764706,May,2010
Captain America: The Winter Soldier,170000000,259746958,714401889,544401889,3.2023640529411765,Apr,2014
Dawn of the Planet of the Apes,170000000,208545589,710644566,540644566,3.1802621529411765,Jul,2014
The Polar Express,170000000,187224605,311365187,141365187,0.8315599235294118,Nov,2004
Snow White and the Huntsman,170000000,155136755,401021746,231021746,1.3589514470588235,Jun,2012
Terminator 3: Rise of the Machines,170000000,150358296,433058296,263058296,1.5474017411764707,Jul,2003
Van Helsing,170000000,120150546,300150546,130150546,0.7655914470588235,May,2004
Dumbo,170000000,113883318,345004422,175004422,1.0294377764705882,Mar,2019
Tomorrowland,170000000,93436322,206627518,36627518,0.2154559882352941,May,2015
Alita: Battle Angel,170000000,85710210,402976036,232976036,1.3704472705882353,Feb,2019
Godzilla: King of the Monsters,170000000,85576941,299276941,129276941,0.7604525941176471,May,2019
Alice Through the Looking Glass,170000000,77042381,276928112,106928112,0.628988894117647,May,2016
Shrek Forever After,165000000,238736787,756244673,591244673,3.5833010484848486,May,2010
Doctor Strange,165000000,232641920,676404566,511404566,3.099421612121212,Nov,2016
Big Hero 6,165000000,222527828,652127828,487127828,2.952289866666667,Nov,2014
How to Train Your Dragon,165000000,217581232,494870992,329870992,1.9992181333333334,Mar,2010
Wreck-It Ralph,165000000,189412677,496511521,331511521,2.0091607333333332,Nov,2012
Interstellar,165000000,188017894,666379375,501379375,3.038662878787879,Nov,2014
Independence Day: Resurgence,165000000,103144286,384169424,219169424,1.3282995393939394,Jun,2016
Cowboys and Aliens,163000000,100368560,176038324,13038324,0.07998971779141105,Jul,2011
Beauty and the Beast,160000000,504014165,1259199706,1099199706,6.8699981625,Mar,2017
Aquaman,160000000,335061807,1146894640,986894640,6.1680915,Dec,2018
Shrek the Third,160000000,322719944,807330936,647330936,4.04581835,May,2007
Inception,160000000,292576195,835524642,675524642,4.2220290125,Jul,2010
The Hunger Games: Mockingjay - Part 2,160000000,281723902,648986787,488986787,3.05616741875,Nov,2015
Fast and Furious 6,160000000,238679850,789300444,629300444,3.933127775,May,2013
Godzilla,160000000,200676069,529076069,369076069,2.30672543125,May,2014
X-Men: First Class,160000000,146408305,355408305,195408305,1.22130190625,Jun,2011
The Curious Case of Benjamin Button,160000000,127509326,329631958,169631958,1.0601997375,Dec,2008
The Sorcerer's Apprentice,160000000,63150991,217986320,57986320,0.3624145,Jul,2010
Poseidon,160000000,60674817,181674817,21674817,0.13546760625,May,2006
Warcraft,160000000,47225655,425522281,265522281,1.65951425625,Jun,2016
Deepwater Horizon,156000000,61433527,122603824,-33396176,-0.2140780512820513,Sep,2016
The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,104386950,418186950,263186950,1.6979803225806451,Dec,2010
Terminator: Genisys,155000000,89760956,432150894,277150894,1.7880702838709677,Jul,2015
